idx,state,steps,failure
229,467,12,False
230,491,17,False
231,246,16,False
232,131,15,False
233,194,15,False
234,194,15,False
235,246,14,False
236,246,14,False
237,244,14,False
238,246,14,False
239,244,14,False
240,244,14,False
241,246,14,False
242,194,13,False
243,194,13,False
244,194,13,False
245,131,13,False
246,194,13,False
247,367,11,False
248,153,11,False
249,367,11,False
250,442,13,False
251,367,13,False
252,426,17,False
253,31,14,False
254,388,13,False
255,131,15,False
256,341,15,False
257,54,14,False
258,244,16,False
259,442,14,False
260,194,15,False
261,31,14,False
262,246,14,False
263,153,13,False
264,467,12,False
265,442,13,False
266,181,17,False
267,246,14,False
268,367,11,False
269,191,17,False
270,107,14,False
271,491,18,False
272,194,15,False
273,442,12,False
274,191,19,False
275,131,15,False
276,244,14,False
277,467,13,False
278,112,15,False
279,91,19,False
280,194,15,False
281,246,14,False
282,426,18,False
283,491,18,False
284,244,16,False
285,194,13,False
286,246,14,False
287,194,14,False
288,194,13,False
289,244,14,False
290,131,13,False
291,194,15,False
292,191,17,False
293,181,17,False
294,194,14,False
295,341,17,False
296,367,11,False
297,182,13,False
298,153,13,False
299,112,15,False
300,91,19,False
301,91,17,False
302,91,17,False
303,191,19,False
304,426,18,False
305,191,17,False
306,191,17,False
307,426,17,False
308,426,17,False
309,191,17,False
310,426,17,False
311,191,16,False
312,112,15,False
313,112,15,False
314,171,15,False
315,112,15,False
316,442,14,False
317,112,15,False
318,442,13,False
319,442,13,False
320,442,12,False
321,442,12,False
322,442,12,False
323,168,12,False
324,442,12,False
325,181,19,False
326,181,17,False
327,341,17,False
328,181,17,False
329,181,17,False
330,181,17,False
331,341,16,False
332,31,15,False
333,341,15,False
334,341,15,False
335,54,14,False
336,107,14,False
337,92,14,False
338,31,14,False
339,54,14,False
340,54,14,False
341,31,14,False
342,54,14,False
343,31,14,False
344,107,14,False
345,467,13,False
346,388,13,False
347,467,13,False
348,388,13,False
349,182,13,False
350,181,17,False
351,107,14,False
352,91,17,False
353,191,19,False
354,442,12,False
355,168,12,False
356,191,16,False
357,341,17,False
358,107,16,False
359,191,17,False
360,191,17,False
361,54,14,False
362,31,14,False
363,341,16,False
364,92,16,False
365,171,15,False
366,442,14,False
367,442,12,False
368,54,15,False
369,181,18,False
370,341,16,False
371,426,19,False
372,181,17,False
373,442,13,False
374,341,17,False
375,107,16,False
376,442,13,False
377,112,15,False
378,181,18,False
379,112,15,False
380,107,16,False
381,107,14,False
382,442,12,False
383,54,14,False
384,181,17,False
385,91,17,False
386,182,13,False
387,467,12,False
388,31,14,False
389,341,17,False
390,182,13,False
391,31,14,False
392,54,15,False
393,54,16,False
394,31,14,False
395,388,13,False
396,54,15,False
397,31,15,False
398,191,17,False
399,54,15,False
400,91,19,False
401,91,17,False
402,91,17,False
403,91,17,False
404,91,17,False
405,191,19,False
406,191,19,False
407,426,19,False
408,426,18,False
409,191,17,False
410,191,17,False
411,191,17,False
412,426,17,False
413,426,17,False
414,191,17,False
415,191,17,False
416,191,17,False
417,426,17,False
418,191,16,False
419,191,16,False
420,112,15,False
421,112,15,False
422,112,15,False
423,112,15,False
424,171,15,False
425,112,15,False
426,442,14,False
427,112,15,False
428,171,15,False
429,442,14,False
430,442,13,False
431,442,13,False
432,442,13,False
433,442,13,False
434,442,12,False
435,442,12,False
436,442,12,False
437,442,12,False
438,442,12,False
439,168,12,False
440,442,12,False
441,168,12,False
442,442,12,False
443,181,19,False
444,181,18,False
445,181,18,False
446,341,17,False
447,341,17,False
448,181,17,False
449,341,17,False
450,91,18,False
451,171,15,False
452,442,12,False
453,426,18,False
454,191,18,False
455,112,17,False
456,191,16,False
457,426,18,False
458,442,12,False
459,442,14,False
460,191,18,False
461,442,14,False
462,341,18,False
463,112,16,False
464,91,17,False
465,181,19,False
466,191,18,False
467,181,17,False
468,112,18,False
469,191,18,False
470,112,16,False
471,191,19,False
472,426,18,False
473,112,17,False
474,341,15,False
475,442,12,False
476,171,15,False
477,112,17,False
478,181,20,False
479,442,13,False
480,442,13,False
481,168,16,False
482,191,16,False
483,91,18,False
484,181,17,False
485,191,16,False
486,442,13,False
487,91,17,False
488,191,16,False
489,442,14,False
490,191,17,False
491,442,12,False
492,171,17,False
493,112,15,False
494,341,15,False
495,442,14,False
496,442,13,False
497,191,20,False
498,442,12,False
499,191,20,False
500,91,19,False
501,91,18,False
502,91,18,False
503,91,17,False
504,91,17,False
505,91,17,False
506,91,17,False
507,91,17,False
508,91,17,False
509,191,20,False
510,191,20,False
511,191,19,False
512,191,19,False
513,191,19,False
514,426,19,False
515,191,18,False
516,191,18,False
517,191,18,False
518,426,18,False
519,426,18,False
520,426,18,False
521,426,18,False
522,191,18,False
523,191,17,False
524,191,17,False
525,191,17,False
526,191,17,False
527,426,17,False
528,426,17,False
529,191,17,False
530,191,17,False
531,191,17,False
532,426,17,False
533,191,16,False
534,191,16,False
535,191,16,False
536,191,16,False
537,191,16,False
538,191,16,False
539,112,18,False
540,112,17,False
541,112,17,False
542,171,17,False
543,112,17,False
544,112,16,False
545,112,16,False
546,168,16,False
547,112,15,False
548,112,15,False
549,112,15,False
550,112,18,False
551,191,19,False
552,191,16,False
553,426,17,False
554,191,20,False
555,91,18,False
556,191,17,False
557,112,18,False
558,91,17,False
559,191,17,False
560,191,18,False
561,191,16,False
562,171,19,False
563,112,17,False
564,191,18,False
565,91,17,False
566,91,19,False
567,191,19,False
568,112,17,False
569,191,19,False
570,191,20,False
571,426,18,False
572,191,19,False
573,191,19,False
574,191,18,False
575,91,19,False
576,191,20,False
577,91,19,False
578,91,17,False
579,191,16,False
580,191,17,False
581,91,18,False
582,191,21,True
583,91,17,False
584,112,18,False
585,91,17,False
586,91,17,False
587,426,18,False
588,191,19,False
589,191,18,False
590,426,17,False
591,426,19,False
592,112,17,False
593,168,17,False
594,426,20,False
595,112,17,False
596,91,17,False
597,191,17,False
598,426,18,False
599,91,18,False
600,191,21,True
601,91,19,False
602,91,19,False
603,91,19,False
604,91,19,False
605,91,18,False
606,91,18,False
607,91,18,False
608,91,18,False
609,91,18,False
610,91,17,False
611,91,17,False
612,91,17,False
613,91,17,False
614,91,17,False
615,91,17,False
616,91,17,False
617,91,17,False
618,91,17,False
619,91,17,False
620,91,17,False
621,91,17,False
622,91,17,False
623,191,20,False
624,191,20,False
625,191,20,False
626,191,20,False
627,191,20,False
628,426,20,False
629,191,19,False
630,191,19,False
631,191,19,False
632,191,19,False
633,191,19,False
634,191,19,False
635,191,19,False
636,426,19,False
637,191,19,False
638,191,19,False
639,426,19,False
640,191,18,False
641,191,18,False
642,191,18,False
643,191,18,False
644,426,18,False
645,426,18,False
646,191,18,False
647,191,18,False
648,426,18,False
649,426,18,False
650,426,20,False
651,91,17,False
652,191,19,False
653,91,19,False
654,91,17,False
655,191,21,True
656,191,19,False
657,426,18,False
658,191,18,False
659,191,16,False
660,191,19,False
661,191,20,False
662,91,20,False
663,191,18,False
664,426,19,False
665,191,20,False
666,191,19,False
667,91,19,False
668,191,18,False
669,191,20,False
670,191,20,False
671,91,17,False
672,91,19,False
673,91,17,False
674,91,18,False
675,191,19,False
676,91,17,False
677,91,20,False
678,91,19,False
679,191,19,False
680,91,19,False
681,191,16,False
682,191,18,False
683,191,16,False
684,91,19,False
685,426,19,False
686,191,18,False
687,91,18,False
688,91,18,False
689,91,19,False
690,191,19,False
691,91,17,False
692,191,20,False
693,91,18,False
694,91,19,False
695,91,19,False
696,426,18,False
697,91,17,False
698,191,19,False
699,426,18,False
700,191,21,True
701,191,21,True
702,91,20,False
703,91,20,False
704,91,19,False
705,91,19,False
706,91,19,False
707,91,19,False
708,91,19,False
709,91,19,False
710,91,19,False
711,91,19,False
712,91,19,False
713,91,19,False
714,91,19,False
715,91,19,False
716,91,19,False
717,91,18,False
718,91,18,False
719,91,18,False
720,91,18,False
721,91,18,False
722,91,18,False
723,91,18,False
724,91,18,False
725,91,18,False
726,91,17,False
727,91,17,False
728,91,17,False
729,91,17,False
730,91,17,False
731,91,17,False
732,91,17,False
733,91,17,False
734,91,17,False
735,91,17,False
736,91,17,False
737,91,17,False
738,91,17,False
739,91,17,False
740,91,17,False
741,91,17,False
742,91,17,False
743,91,17,False
744,91,17,False
745,91,17,False
746,191,20,False
747,191,20,False
748,191,20,False
749,191,20,False
750,91,17,False
751,91,17,False
752,191,19,False
753,91,17,False
754,91,19,False
755,91,17,False
756,191,20,False
757,91,17,False
758,91,21,True
759,91,20,False
760,91,17,False
761,91,21,True
762,191,20,False
763,191,20,False
764,91,19,False
765,91,19,False
766,91,19,False
767,91,18,False
768,91,18,False
769,191,18,False
770,191,20,False
771,91,19,False
772,91,19,False
773,91,19,False
774,191,18,False
775,91,18,False
776,91,17,False
777,91,17,False
778,91,19,False
779,91,19,False
780,91,17,False
781,191,20,False
782,91,20,False
783,91,17,False
784,91,19,False
785,91,19,False
786,91,17,False
787,91,18,False
788,91,19,False
789,91,17,False
790,191,20,False
791,91,18,False
792,191,20,False
793,191,18,False
794,91,20,False
795,91,20,False
796,91,18,False
797,191,17,False
798,91,19,False
799,91,17,False
800,91,21,True
801,91,21,True
802,191,21,True
803,191,21,True
804,91,20,False
805,91,20,False
806,91,20,False
807,91,20,False
808,91,20,False
809,91,20,False
810,91,19,False
811,91,19,False
812,91,19,False
813,91,19,False
814,91,19,False
815,91,19,False
816,91,19,False
817,91,19,False
818,91,19,False
819,91,19,False
820,91,19,False
821,91,19,False
822,91,19,False
823,91,19,False
824,91,19,False
825,91,19,False
826,91,19,False
827,91,19,False
828,91,19,False
829,91,19,False
830,91,19,False
831,91,19,False
832,91,19,False
833,91,19,False
834,91,19,False
835,91,19,False
836,91,18,False
837,91,18,False
838,91,18,False
839,91,18,False
840,91,18,False
841,91,18,False
842,91,18,False
843,91,18,False
844,91,18,False
845,91,18,False
846,91,18,False
847,91,18,False
848,91,17,False
849,91,18,False
850,91,17,False
851,91,19,False
852,91,21,True
853,91,18,False
854,191,21,True
855,91,20,False
856,91,19,False
857,91,17,False
858,91,19,False
859,91,18,False
860,91,18,False
861,91,19,False
862,91,21,True
863,91,19,False
864,91,19,False
865,91,19,False
866,91,19,False
867,91,17,False
868,91,18,False
869,91,18,False
870,91,19,False
871,91,17,False
872,91,17,False
873,91,19,False
874,91,20,False
875,91,18,False
876,91,19,False
877,91,20,False
878,91,19,False
879,91,19,False
880,91,20,False
881,91,21,True
882,91,20,False
883,91,19,False
884,91,20,False
885,91,17,False
886,91,20,False
887,91,18,False
888,91,19,False
889,91,18,False
890,91,17,False
891,91,18,False
892,91,18,False
893,91,19,False
894,91,19,False
895,91,21,True
896,91,20,False
897,91,19,False
898,91,19,False
899,91,17,False
900,91,21,True
901,91,21,True
902,91,21,True
903,91,21,True
904,91,21,True
905,91,21,True
906,191,21,True
907,191,21,True
908,191,21,True
909,91,20,False
910,91,20,False
911,91,20,False
912,91,20,False
913,91,20,False
914,91,20,False
915,91,20,False
916,91,20,False
917,91,20,False
918,91,20,False
919,91,20,False
920,91,20,False
921,91,20,False
922,91,20,False
923,91,19,False
924,91,19,False
925,91,19,False
926,91,19,False
927,91,19,False
928,91,19,False
929,91,19,False
930,91,19,False
931,91,19,False
932,91,19,False
933,91,19,False
934,91,19,False
935,91,19,False
936,91,19,False
937,91,19,False
938,91,19,False
939,91,19,False
940,91,19,False
941,91,19,False
942,91,19,False
943,91,19,False
944,91,19,False
945,91,19,False
946,91,19,False
947,91,19,False
948,91,19,False
949,91,19,False
950,91,21,True
951,91,20,False
952,91,19,False
953,91,20,False
954,91,20,False
955,91,19,False
956,91,21,True
957,91,19,False
958,91,20,False
959,91,21,True
960,91,20,False
961,91,19,False
962,91,19,False
963,91,21,True
964,91,20,False
965,91,20,False
966,91,21,True
967,91,20,False
968,91,20,False
969,91,19,False
970,91,21,True
971,91,20,False
972,91,18,False
973,91,20,False
974,91,19,False
975,91,19,False
976,91,20,False
977,91,21,True
978,91,20,False
979,91,19,False
980,91,19,False
981,91,20,False
982,91,21,True
983,91,20,False
984,91,20,False
985,91,18,False
986,91,20,False
987,91,21,True
988,91,19,False
989,91,20,False
990,91,19,False
991,91,19,False
992,191,20,False
993,91,18,False
994,91,21,True
995,91,20,False
996,91,21,True
997,91,18,False
998,91,21,True
999,91,19,False
1000,91,21,True
1001,91,21,True
1002,91,21,True
1003,91,21,True
1004,91,21,True
1005,91,21,True
1006,91,21,True
1007,91,21,True
1008,91,21,True
1009,91,21,True
1010,91,21,True
1011,91,21,True
1012,91,21,True
1013,91,21,True
1014,91,21,True
1015,91,21,True
1016,91,21,True
1017,91,21,True
1018,191,21,True
1019,191,21,True
1020,191,21,True
1021,91,20,False
1022,91,20,False
1023,91,20,False
1024,91,20,False
1025,91,20,False
1026,91,20,False
1027,91,20,False
1028,91,20,False
1029,91,20,False
1030,91,20,False
1031,91,20,False
1032,91,20,False
1033,91,20,False
1034,91,20,False
1035,91,20,False
1036,91,20,False
1037,91,20,False
1038,91,20,False
1039,91,20,False
1040,91,20,False
1041,91,20,False
1042,91,20,False
1043,91,20,False
1044,91,20,False
1045,91,20,False
1046,91,20,False
1047,91,20,False
1048,91,20,False
1049,91,20,False
1050,91,20,False
1051,91,19,False
1052,91,21,True
1053,91,20,False
1054,91,18,False
1055,91,20,False
1056,91,18,False
1057,91,20,False
1058,91,20,False
1059,91,21,True
1060,91,19,False
1061,91,19,False
1062,91,17,False
1063,91,20,False
1064,91,20,False
1065,91,19,False
1066,91,20,False
1067,91,21,True
1068,91,21,True
1069,91,20,False
1070,91,21,True
1071,91,21,True
1072,91,19,False
1073,91,20,False
1074,91,20,False
1075,191,20,False
1076,91,21,True
1077,91,21,True
1078,91,20,False
1079,91,20,False
1080,91,19,False
1081,91,21,True
1082,91,21,True
1083,191,20,False
1084,91,21,True
1085,91,20,False
1086,91,21,True
1087,91,21,True
1088,91,19,False
1089,91,20,False
1090,91,19,False
1091,91,21,True
1092,91,20,False
1093,91,18,False
1094,91,21,True
1095,91,21,True
1096,91,20,False
1097,91,20,False
1098,91,21,True
1099,91,21,True
1100,91,21,True
1101,91,21,True
1102,91,21,True
1103,91,21,True
1104,91,21,True
1105,91,21,True
1106,91,21,True
1107,91,21,True
1108,91,21,True
1109,91,21,True
1110,91,21,True
1111,91,21,True
1112,91,21,True
1113,91,21,True
1114,91,21,True
1115,91,21,True
1116,91,21,True
1117,91,21,True
1118,91,21,True
1119,91,21,True
1120,91,21,True
1121,91,21,True
1122,91,21,True
1123,91,21,True
1124,91,21,True
1125,91,21,True
1126,91,21,True
1127,91,21,True
1128,91,21,True
1129,91,21,True
1130,91,21,True
1131,91,21,True
1132,91,21,True
1133,91,21,True
1134,91,21,True
1135,91,21,True
1136,191,21,True
1137,191,21,True
1138,191,21,True
1139,91,20,False
1140,91,20,False
1141,91,20,False
1142,91,20,False
1143,91,20,False
1144,91,20,False
1145,91,20,False
1146,91,20,False
1147,91,20,False
1148,91,20,False
1149,91,20,False
1150,91,21,True
1151,91,18,False
1152,91,21,True
1153,91,21,True
1154,91,20,False
1155,91,21,True
1156,91,21,True
1157,91,20,False
1158,91,21,True
1159,91,21,True
1160,91,19,False
1161,91,20,False
1162,91,19,False
1163,91,19,False
1164,91,21,True
1165,91,20,False
1166,91,20,False
1167,91,21,True
1168,191,21,True
1169,91,21,True
1170,91,21,True
1171,91,20,False
1172,91,19,False
1173,91,21,True
1174,91,21,True
1175,91,21,True
1176,91,20,False
1177,91,21,True
1178,91,21,True
1179,91,21,True
1180,191,21,True
1181,91,21,True
1182,91,20,False
1183,91,18,False
1184,91,21,True
1185,191,21,True
1186,91,19,False
1187,91,18,False
1188,91,21,True
1189,91,21,True
1190,91,21,True
1191,91,21,True
1192,91,20,False
1193,91,20,False
1194,91,20,False
1195,91,20,False
1196,91,21,True
1197,91,20,False
1198,91,21,True
1199,91,21,True
1200,91,21,True
1201,91,21,True
1202,91,21,True
1203,91,21,True
1204,91,21,True
1205,91,21,True
1206,91,21,True
1207,91,21,True
1208,91,21,True
1209,91,21,True
1210,91,21,True
1211,91,21,True
1212,91,21,True
1213,91,21,True
1214,91,21,True
1215,91,21,True
1216,91,21,True
1217,91,21,True
1218,91,21,True
1219,91,21,True
1220,91,21,True
1221,91,21,True
1222,91,21,True
1223,91,21,True
1224,91,21,True
1225,91,21,True
1226,91,21,True
1227,91,21,True
1228,91,21,True
1229,91,21,True
1230,91,21,True
1231,91,21,True
1232,91,21,True
1233,91,21,True
1234,91,21,True
1235,91,21,True
1236,91,21,True
1237,91,21,True
1238,91,21,True
1239,91,21,True
1240,91,21,True
1241,91,21,True
1242,91,21,True
1243,91,21,True
1244,91,21,True
1245,91,21,True
1246,91,21,True
1247,91,21,True
1248,91,21,True
1249,91,21,True
1250,91,21,True
1251,91,21,True
1252,91,20,False
1253,91,18,False
1254,91,19,False
1255,91,21,True
1256,91,21,True
1257,91,21,True
1258,91,21,True
1259,91,20,False
1260,91,21,True
1261,91,21,True
1262,91,21,True
1263,91,21,True
1264,91,19,False
1265,91,19,False
1266,91,21,True
1267,91,21,True
1268,91,19,False
1269,91,20,False
1270,91,21,True
1271,91,20,False
1272,91,20,False
1273,91,21,True
1274,91,21,True
1275,91,21,True
1276,91,19,False
1277,91,19,False
1278,91,21,True
1279,91,21,True
1280,91,21,True
1281,91,21,True
1282,91,21,True
1283,91,21,True
1284,91,21,True
1285,91,21,True
1286,91,21,True
1287,91,21,True
1288,91,20,False
1289,91,21,True
1290,91,20,False
1291,91,20,False
1292,91,21,True
1293,91,21,True
1294,91,20,False
1295,91,21,True
1296,91,21,True
1297,91,21,True
1298,91,21,True
1299,91,21,True
1300,91,21,True
1301,91,21,True
1302,91,21,True
1303,91,21,True
1304,91,21,True
1305,91,21,True
1306,91,21,True
1307,91,21,True
1308,91,21,True
1309,91,21,True
1310,91,21,True
1311,91,21,True
1312,91,21,True
1313,91,21,True
1314,91,21,True
1315,91,21,True
1316,91,21,True
1317,91,21,True
1318,91,21,True
1319,91,21,True
1320,91,21,True
1321,91,21,True
1322,91,21,True
1323,91,21,True
1324,91,21,True
1325,91,21,True
1326,91,21,True
1327,91,21,True
1328,91,21,True
1329,91,21,True
1330,91,21,True
1331,91,21,True
1332,91,21,True
1333,91,21,True
1334,91,21,True
1335,91,21,True
1336,91,21,True
1337,91,21,True
1338,91,21,True
1339,91,21,True
1340,91,21,True
1341,91,21,True
1342,91,21,True
1343,91,21,True
1344,91,21,True
1345,91,21,True
1346,91,21,True
1347,91,21,True
1348,91,21,True
1349,91,21,True
1350,91,21,True
1351,91,20,False
1352,91,21,True
1353,91,21,True
1354,91,20,False
1355,91,21,True
1356,91,21,True
1357,91,21,True
1358,91,20,False
1359,91,21,True
1360,91,21,True
1361,91,21,True
1362,91,20,False
1363,91,20,False
1364,91,21,True
1365,91,21,True
1366,91,20,False
1367,91,21,True
1368,91,20,False
1369,91,21,True
1370,91,21,True
1371,91,21,True
1372,91,21,True
1373,91,21,True
1374,91,21,True
1375,91,21,True
1376,91,20,False
1377,91,21,True
1378,91,19,False
1379,91,21,True
1380,91,19,False
1381,91,20,False
1382,91,21,True
1383,91,20,False
1384,91,21,True
1385,91,21,True
1386,91,21,True
1387,91,21,True
1388,91,19,False
1389,91,21,True
1390,91,20,False
1391,91,21,True
1392,91,21,True
1393,91,18,False
1394,91,21,True
1395,91,21,True
1396,91,21,True
1397,91,21,True
1398,91,21,True
1399,91,20,False
1400,91,21,True
1401,91,21,True
1402,91,21,True
1403,91,21,True
1404,91,21,True
1405,91,21,True
1406,91,21,True
1407,91,21,True
1408,91,21,True
1409,91,21,True
1410,91,21,True
1411,91,21,True
1412,91,21,True
1413,91,21,True
1414,91,21,True
1415,91,21,True
1416,91,21,True
1417,91,21,True
1418,91,21,True
1419,91,21,True
1420,91,21,True
1421,91,21,True
1422,91,21,True
1423,91,21,True
1424,91,21,True
1425,91,21,True
1426,91,21,True
1427,91,21,True
1428,91,21,True
1429,91,21,True
1430,91,21,True
1431,91,21,True
1432,91,21,True
1433,91,21,True
1434,91,21,True
1435,91,21,True
1436,91,21,True
1437,91,21,True
1438,91,21,True
1439,91,21,True
1440,91,21,True
1441,91,21,True
1442,91,21,True
1443,91,21,True
1444,91,21,True
1445,91,21,True
1446,91,21,True
1447,91,21,True
1448,91,21,True
1449,91,21,True
1450,91,19,False
1451,91,21,True
1452,91,19,False
1453,91,20,False
1454,91,20,False
1455,91,21,True
1456,91,20,False
1457,91,21,True
1458,91,20,False
1459,91,20,False
1460,91,21,True
1461,91,21,True
1462,91,21,True
1463,91,20,False
1464,91,20,False
1465,91,20,False
1466,91,21,True
1467,91,20,False
1468,91,19,False
1469,91,21,True
1470,91,21,True
1471,91,21,True
1472,91,21,True
1473,91,21,True
1474,91,21,True
1475,91,21,True
1476,91,21,True
1477,91,21,True
1478,91,20,False
1479,91,19,False
1480,91,21,True
1481,91,21,True
1482,91,21,True
1483,91,21,True
1484,91,21,True
1485,91,20,False
1486,91,21,True
1487,91,21,True
1488,91,20,False
1489,91,21,True
1490,91,21,True
1491,91,21,True
1492,91,20,False
1493,91,21,True
1494,91,18,False
1495,91,21,True
1496,91,21,True
1497,91,20,False
1498,91,20,False
1499,91,20,False
